,year,month,day,hour,weekday,weekofyear,quarter,OilTemp
0,0.0,0.5454545454545454,0.0,0.0,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.6910176320171663
1,0.0,0.5454545454545454,0.0,0.043478260869565216,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.6362329675922095
2,0.0,0.5454545454545454,0.0,0.08695652173913043,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.6362329675922095
3,0.0,0.5454545454545454,0.0,0.13043478260869565,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.5814682574604971
4,0.0,0.5454545454545454,0.0,0.17391304347826086,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.5196557975809077
5,0.0,0.5454545454545454,0.0,0.21739130434782608,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.5042026826110102
6,0.0,0.5454545454545454,0.0,0.2608695652173913,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.5365064746921488
7,0.0,0.5454545454545454,0.0,0.30434782608695654,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.5435342320660694
8,0.0,0.5454545454545454,0.0,0.34782608695652173,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.5140455566415751
9,0.0,0.5454545454545454,0.0,0.3913043478260869,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.4297721787114119
10,0.0,0.5454545454545454,0.0,0.43478260869565216,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.48034420241909237
11,0.0,0.5454545454545454,0.0,0.4782608695652174,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.4831393267017803
12,0.0,0.5454545454545454,0.0,0.5217391304347826,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.464891087449195
13,0.0,0.5454545454545454,0.0,0.5652173913043478,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.45225308913594214
14,0.0,0.5454545454545454,0.0,0.6086956521739131,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.47189889052987133
15,0.0,0.5454545454545454,0.0,0.6521739130434783,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.42695710013547966
16,0.0,0.5454545454545454,0.0,0.6956521739130435,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.47050132838852754
17,0.0,0.5454545454545454,0.0,0.7391304347826086,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.4634735710146068
18,0.0,0.5454545454545454,0.0,0.7826086956521738,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.49437976287368934
