,date,year,month,day,hour,weekday,weekofyear,quarter,OilTemp
0,2016-07-01 00:00:00,0.0,0.5454545454545454,0.0,0.0,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.6910176320171663
1,2016-07-01 01:00:00,0.0,0.5454545454545454,0.0,0.043478260869565216,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.6362329675922095
2,2016-07-01 02:00:00,0.0,0.5454545454545454,0.0,0.08695652173913043,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.6362329675922095
3,2016-07-01 03:00:00,0.0,0.5454545454545454,0.0,0.13043478260869565,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.5814682574604971
4,2016-07-01 04:00:00,0.0,0.5454545454545454,0.0,0.17391304347826086,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.5196557975809077
5,2016-07-01 05:00:00,0.0,0.5454545454545454,0.0,0.21739130434782608,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.5042026826110102
6,2016-07-01 06:00:00,0.0,0.5454545454545454,0.0,0.2608695652173913,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.5365064746921488
7,2016-07-01 07:00:00,0.0,0.5454545454545454,0.0,0.30434782608695654,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.5435342320660694
8,2016-07-01 08:00:00,0.0,0.5454545454545454,0.0,0.34782608695652173,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.5140455566415751
9,2016-07-01 09:00:00,0.0,0.5454545454545454,0.0,0.3913043478260869,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.4297721787114119
10,2016-07-01 10:00:00,0.0,0.5454545454545454,0.0,0.43478260869565216,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.48034420241909237
11,2016-07-01 11:00:00,0.0,0.5454545454545454,0.0,0.4782608695652174,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.4831393267017803
12,2016-07-01 12:00:00,0.0,0.5454545454545454,0.0,0.5217391304347826,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.464891087449195
13,2016-07-01 13:00:00,0.0,0.5454545454545454,0.0,0.5652173913043478,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.45225308913594214
14,2016-07-01 14:00:00,0.0,0.5454545454545454,0.0,0.6086956521739131,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.47189889052987133
15,2016-07-01 15:00:00,0.0,0.5454545454545454,0.0,0.6521739130434783,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.42695710013547966
16,2016-07-01 16:00:00,0.0,0.5454545454545454,0.0,0.6956521739130435,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.47050132838852754
17,2016-07-01 17:00:00,0.0,0.5454545454545454,0.0,0.7391304347826086,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.4634735710146068
18,2016-07-01 18:00:00,0.0,0.5454545454545454,0.0,0.7826086956521738,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.49437976287368934
19,2016-07-01 19:00:00,0.0,0.5454545454545454,0.0,0.8260869565217391,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.4550482134186301
20,2016-07-01 20:00:00,0.0,0.5454545454545454,0.0,0.8695652173913043,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.4381975363073887
21,2016-07-01 21:00:00,0.0,0.5454545454545454,0.0,0.9130434782608695,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.4410126529640332
22,2016-07-01 22:00:00,0.0,0.5454545454545454,0.0,0.9565217391304348,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.4410126529640332
23,2016-07-01 23:00:00,0.0,0.5454545454545454,0.0,1.0,0.6666666666666666,0.49019607843137253,0.6666666666666667,0.47613152362110406
24,2016-07-02 00:00:00,0.0,0.5454545454545454,0.03333333333333333,0.0,0.8333333333333333,0.49019607843137253,0.6666666666666667,0.5028051204696661
25,2016-07-02 01:00:00,0.0,0.5454545454545454,0.03333333333333333,0.043478260869565216,0.8333333333333333,0.49019607843137253,0.6666666666666667,0.47471400718651585
26,2016-07-02 02:00:00,0.0,0.5454545454545454,0.03333333333333333,0.08695652173913043,0.8333333333333333,0.49019607843137253,0.6666666666666667,0.4817417645604365
27,2016-07-02 03:00:00,0.0,0.5454545454545454,0.03333333333333333,0.13043478260869565,0.8333333333333333,0.49019607843137253,0.6666666666666667,0.4957773630957456
28,2016-07-02 04:00:00,0.0,0.5454545454545454,0.03333333333333333,0.17391304347826086,0.8333333333333333,0.49019607843137253,0.6666666666666667,0.5084153614089987
29,2016-07-02 05:00:00,0.0,0.5454545454545454,0.03333333333333333,0.21739130434782608,0.8333333333333333,0.49019607843137253,0.6666666666666667,0.5252859928134842
30,2016-07-02 06:00:00,0.0,0.5454545454545454,0.03333333333333333,0.2608695652173913,0.8333333333333333,0.49019607843137253,0.6666666666666667,0.4859544433584249
31,2016-07-02 07:00:00,0.0,0.5454545454545454,0.03333333333333333,0.30434782608695654,0.8333333333333333,0.49019607843137253,0.6666666666666667,0.5028051204696661
