date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2018-06-19 19:00:00,7.703000068664551,2.2100000381469727,4.90399980545044,0.9950000047683716,2.6800000667572017,0.944000005722046,6.752999782562256
2018-06-19 20:00:00,7.836999893188477,2.2769999504089355,4.939000129699707,0.9589999914169312,2.8940000534057617,1.0049999952316284,7.105000019073486
2018-06-19 22:00:00,10.04699993133545,3.884999990463257,7.532999992370605,2.203000068664551,2.497999906539917,0.975000023841858,5.135000228881836
2018-06-19 23:00:00,11.185999870300291,3.549999952316284,8.918999671936035,2.309999942779541,2.345000028610229,0.7919999957084656,5.908999919891357
2018-06-20 00:00:00,14.53499984741211,5.223999977111816,9.666000366210938,3.1979999542236333,4.598999977111816,1.309999942779541,6.541999816894531
2018-06-20 01:00:00,13.730999946594238,4.622000217437744,9.131999969482422,2.559000015258789,4.507999897003174,1.3400000333786009,7.315999984741211
2018-06-20 06:00:00,15.87399959564209,5.492000102996826,9.772000312805176,2.664999961853028,5.452000141143799,1.5839999914169312,7.315999984741211
2018-06-20 07:00:00,14.267000198364258,4.889999866485597,9.416999816894531,3.127000093460083,5.390999794006348,1.6449999809265137,7.456999778747559
2018-06-20 08:00:00,12.256999969482422,4.956999778747559,9.23900032043457,3.5529999732971187,3.075999975204468,1.5230000019073486,7.105000019073486
2018-06-20 09:00:00,4.889999866485597,3.4830000400543213,2.486999988555908,1.883000016212464,2.497999906539917,1.309999942779541,7.456999778747559
2018-06-20 10:00:00,-0.2010000050067901,3.617000102996826,-3.660000085830689,2.061000108718872,3.015000104904175,1.371000051498413,8.090000152587889
2018-06-20 12:00:00,-2.611999988555908,2.746000051498413,-5.4720001220703125,1.350000023841858,2.7109999656677246,1.3400000333786009,8.51200008392334
2018-06-20 17:00:00,6.027999877929688,3.013999938964844,2.38100004196167,1.350000023841858,3.2899999618530287,1.218000054359436,9.28600025177002
2018-06-20 18:00:00,6.564000129699707,2.678999900817871,3.5179998874664307,1.2079999446868896,3.1070001125335693,1.097000002861023,9.145000457763672
2018-06-20 20:00:00,9.109000205993652,2.611999988555908,5.7210001945495605,1.1729999780654907,3.3199999332427983,1.156999945640564,9.21500015258789
2018-06-20 21:00:00,10.04699993133545,2.344000101089477,7.249000072479247,1.065999984741211,3.0460000038146973,1.097000002861023,8.652999877929688
2018-06-20 23:00:00,11.588000297546388,4.554999828338623,8.741999626159668,2.700999975204468,2.315000057220459,1.065999984741211,9.003999710083008
2018-06-21 01:00:00,13.529999732971191,5.425000190734863,8.706000328063965,2.878000020980835,4.630000114440918,1.4919999837875366,8.934000015258789
2018-06-21 04:00:00,14.267000198364258,5.0229997634887695,9.23900032043457,2.9489998817443848,4.630000114440918,1.5529999732971191,8.51200008392334
2018-06-21 06:00:00,13.529999732971191,5.090000152587892,7.853000164031982,2.559000015258789,5.513000011444092,1.8279999494552608,8.86400032043457
2018-06-21 08:00:00,4.75600004196167,6.09499979019165,-1.7059999704360962,3.4470000267028813,5.573999881744385,2.131999969482422,8.86400032043457
2018-06-21 09:00:00,-2.5450000762939453,4.2199997901916495,-5.89900016784668,1.9900000095367432,2.9549999237060547,1.6139999628067017,8.51200008392334
2018-06-21 10:00:00,-9.645000457763672,4.822999954223633,-13.041000366210938,2.984999895095825,3.2290000915527344,1.5230000019073486,8.371000289916992
2018-06-21 11:00:00,-14.60200023651123,4.956999778747559,-17.660999298095703,2.2390000820159908,3.38100004196167,1.4010000228881836,8.51200008392334
2018-06-21 13:00:00,-14.668999671936035,5.090000152587892,-17.625,2.41599988937378,2.559000015258789,1.4320000410079956,8.86400032043457
2018-06-21 16:00:00,-5.0229997634887695,4.2199997901916495,-8.065999984741211,2.309999942779541,2.8329999446868896,1.371000051498413,10.0600004196167
2018-06-21 17:00:00,5.492000102996826,3.282000064849853,2.203000068664551,1.6349999904632568,3.13700008392334,1.5230000019073486,9.848999977111816
2018-06-21 18:00:00,6.027999877929688,2.880000114440918,2.984999895095825,1.4570000171661377,3.075999975204468,1.309999942779541,9.637999534606934
2018-06-21 19:00:00,7.434999942779541,2.678999900817871,4.619999885559082,1.1729999780654907,2.8329999446868896,1.156999945640564,9.003999710083008
2018-06-21 21:00:00,8.171999931335451,2.009000062942505,5.117000102996826,0.4970000088214874,3.0460000038146973,1.1269999742507937,8.371000289916992
2018-06-21 22:00:00,8.706999778747559,2.5450000762939453,5.89900016784668,1.1369999647140503,2.86299991607666,1.0360000133514404,8.159999847412111
2018-06-21 23:00:00,12.994000434875488,4.554999828338623,7.427000045776367,2.41599988937378,4.965000152587892,1.4320000410079956,8.090000152587889
2018-06-22 00:00:00,12.859999656677244,4.622000217437744,7.639999866485598,2.5230000019073486,4.751999855041504,1.4919999837875366,8.230999946594237
2018-06-22 02:00:00,10.984999656677246,4.0859999656677255,6.681000232696532,1.9539999961853027,4.507999897003174,1.462000012397766,8.159999847412111
2018-06-22 03:00:00,10.11400032043457,3.282000064849853,5.401000022888184,1.4210000038146973,4.630000114440918,1.4919999837875366,8.020000457763674
