date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2018-05-22 04:00:00,13.060999870300293,4.956999778747559,8.635000228881836,2.9140000343322754,4.263999938964844,1.187999963760376,8.300999641418457
2018-05-22 05:00:00,12.994000434875488,5.0900001525878915,8.527999877929688,2.5230000019073486,4.538000106811523,1.156999945640564,9.003999710083008
2018-05-22 06:00:00,14.199999809265135,3.95199990272522,9.23900032043457,2.203000068664551,5.361000061035156,1.4010000228881836,9.145000457763672
2018-05-22 07:00:00,12.859999656677244,3.95199990272522,7.853000164031982,2.0610001087188716,5.1479997634887695,1.4010000228881836,7.456999778747559
2018-05-22 08:00:00,10.984999656677246,4.2199997901916495,5.6500000953674325,2.309999942779541,5.482999801635742,1.6449999809265137,6.823999881744385
2018-05-22 09:00:00,5.692999839782715,3.3489999771118164,2.45199990272522,1.4570000171661377,2.61899995803833,1.187999963760376,6.683000087738037
2018-05-22 10:00:00,8.572999954223633,2.9470000267028813,5.081999778747559,2.025000095367432,3.015000104904175,1.2790000438690186,6.401999950408936
2018-05-22 11:00:00,9.109000205993652,3.4830000400543213,5.507999897003174,1.2790000438690186,3.0460000038146973,1.065999984741211,3.7279999256134033
2018-05-22 12:00:00,4.019000053405762,2.009000062942505,1.883000016212464,0.9589999914169312,2.345000028610229,1.0049999952316284,4.150000095367432
2018-05-22 13:00:00,0.20100000500679016,2.344000101089477,-1.8480000495910645,0.7110000252723694,2.315000057220459,0.944000005722046,6.541999816894531
2018-05-22 14:00:00,5.559000015258789,2.2100000381469727,3.0920000076293945,0.8880000114440918,2.253999948501587,0.8529999852180481,6.964000225067139
2018-05-22 15:00:00,4.956999778747559,2.812999963760376,2.486999988555908,1.350000023841858,2.1630001068115234,0.944000005722046,6.261000156402588
2018-05-22 16:00:00,2.2100000381469727,2.075999975204468,1.1369999647140503,1.2790000438690186,2.2239999771118164,0.6700000166893005,6.119999885559082
2018-05-22 17:00:00,7.568999767303468,2.5450000762939453,4.584000110626222,1.315000057220459,2.8940000534057617,0.8830000162124634,6.894000053405763
2018-05-22 18:00:00,7.0329999923706055,1.6080000400543213,4.584000110626222,0.5329999923706055,2.4670000076293945,0.7609999775886536,6.261000156402588
2018-05-22 19:00:00,6.831999778747559,1.4739999771118164,4.370999813079834,0.4259999990463257,2.5280001163482666,0.7310000061988831,7.0349998474121085
2018-05-22 20:00:00,6.831999778747559,1.406999945640564,4.300000190734863,0.3910000026226044,2.559000015258789,0.7310000061988831,7.526999950408935
2018-05-22 21:00:00,7.166999816894531,1.3400000333786009,4.65500020980835,0.2840000092983246,2.2839999198913574,0.8830000162124634,7.73799991607666
2018-05-22 22:00:00,9.041999816894533,1.875,6.3959999084472665,0.9589999914169312,2.2239999771118164,0.8220000267028809,7.809000015258789
2018-05-22 23:00:00,10.717000007629396,2.9470000267028813,9.23900032043457,2.559000015258789,2.101999998092652,0.7310000061988831,6.752999782562256
2018-05-23 00:00:00,13.19499969482422,5.0229997634887695,8.527999877929688,2.736000061035156,4.416999816894531,1.2489999532699585,7.105000019073486
2018-05-23 01:00:00,15.003999710083008,5.357999801635742,10.234000205993652,3.0559999942779537,4.263999938964844,1.218000054359436,6.61299991607666
2018-05-23 02:00:00,14.668999671936035,5.625999927520752,10.163000106811523,4.014999866485597,4.203000068664552,1.156999945640564,6.823999881744385
2018-05-23 03:00:00,13.329000473022461,4.75600004196167,9.345999717712402,2.7720000743865967,4.263999938964844,1.2489999532699585,6.4720001220703125
2018-05-23 04:00:00,13.529999732971193,4.3540000915527335,9.026000022888184,3.4110000133514404,4.386000156402588,1.156999945640564,7.597000122070312
2018-05-23 05:00:00,15.404999732971193,5.290999889373778,9.913999557495117,2.630000114440918,5.086999893188477,1.2790000438690186,6.894000053405763
2018-05-23 06:00:00,13.99899959564209,4.3540000915527335,8.777000427246094,2.38100004196167,5.544000148773193,1.4919999837875366,7.668000221252441
2018-05-23 07:00:00,8.907999992370605,4.75600004196167,2.9489998817443848,2.1679999828338623,5.300000190734863,1.6139999628067017,9.21500015258789
2018-05-23 08:00:00,-0.9380000233650208,4.3540000915527335,-4.300000190734863,2.38100004196167,3.1070001125335693,1.4320000410079956,9.848999977111816
2018-05-23 09:00:00,-9.109000205993652,4.689000129699707,-12.295000076293945,3.0559999942779537,2.5280001163482666,1.4010000228881836,9.003999710083008
2018-05-23 10:00:00,-10.381999969482422,4.956999778747559,-13.503000259399414,2.984999895095825,3.1070001125335693,1.187999963760376,9.28600025177002
2018-05-23 11:00:00,-13.128000259399414,5.223999977111816,-16.132999420166016,2.7720000743865967,3.075999975204468,1.218000054359436,9.56700038909912
2018-05-23 12:00:00,-16.745000839233402,3.3489999771118164,-19.18899917602539,1.741000056266785,2.131999969482422,1.065999984741211,9.21500015258789
2018-05-23 13:00:00,-17.884000778198242,3.013999938964844,-19.97100067138672,1.1729999780654907,2.131999969482422,1.218000054359436,9.21500015258789
2018-05-23 14:00:00,-14.333999633789062,3.818000078201294,-17.020999908447266,1.7059999704360962,2.193000078201294,1.1269999742507937,10.482000350952148
2018-05-23 15:00:00,-10.91800022125244,3.5499999523162837,-12.89900016784668,0.8880000114440918,2.131999969482422,1.2489999532699585,11.958999633789062
2018-05-23 16:00:00,-6.89900016784668,2.477999925613404,-9.52299976348877,1.031000018119812,2.437000036239624,1.2790000438690186,11.678000450134276
2018-05-23 17:00:00,-0.20100000500679016,2.009000062942505,-3.127000093460083,0.675000011920929,2.8940000534057617,1.218000054359436,11.678000450134276
2018-05-23 18:00:00,5.559000015258789,2.009000062942505,2.664999961853028,0.675000011920929,2.984999895095825,1.097000002861023,11.467000007629395
2018-05-23 19:00:00,6.764999866485598,1.807999968528748,4.014999866485597,0.6039999723434448,2.650000095367432,0.8220000267028809,9.918999671936037
2018-05-23 20:00:00,7.434999942779541,1.807999968528748,4.72599983215332,0.6039999723434448,2.740999937057495,0.8830000162124634,9.496999740600586
2018-05-23 21:00:00,6.89900016784668,1.9420000314712524,4.051000118255615,0.5690000057220459,2.740999937057495,1.0049999952316284,9.425999641418457
2018-05-23 22:00:00,7.166999816894531,2.344000101089477,4.833000183105469,0.7459999918937683,2.559000015258789,0.944000005722046,9.28600025177002
2018-05-23 23:00:00,8.77400016784668,3.4830000400543213,6.644999980926514,2.2739999294281006,2.131999969482422,0.8529999852180481,8.793000221252441
2018-05-24 00:00:00,12.458000183105467,4.75600004196167,8.527999877929688,2.486999988555908,4.507999897003174,1.2489999532699585,8.442000389099121
2018-05-24 01:00:00,11.854999542236328,4.48799991607666,7.710999965667725,2.486999988555908,4.507999897003174,1.3400000333786009,8.722999572753906
2018-05-24 02:00:00,10.91800022125244,3.617000102996826,6.040999889373777,1.812000036239624,4.598999977111816,1.4919999837875366,8.371000289916992
